ID,OriginalSpeciesBinomial,SpeciesBinomial,Genus,Family,Ecological_group,Abundance,Abundance_Unit
000_Baker1998b_BS_Baker_55,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,82,Individuals per m2
000_Baker1998b_BS_Baker_68,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,6,Individuals per m2
000_Baker1998b_BS_Baker_70,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,80,Individuals per m2
000_Baker1998b_BS_Baker_265,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,2,Individuals per m2
000_Baker1998b_BS_Baker_272,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,4,Individuals per m2
000_Baker1998b_BS_Baker_276,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,4,Individuals per m2
000_Baker1998b_BS_Baker_165,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,4,Individuals per m2
000_Baker1998b_BS_Baker_39,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,8,Individuals per m2
000_Baker1998b_BS_Baker_46,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,112,Individuals per m2
000_Baker1998b_BS_Baker_76,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,62,Individuals per m2
000_Baker1998b_BS_Baker_101,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,254,Individuals per m2
000_Baker1998b_BS_Baker_167,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,76,Individuals per m2
000_Baker1998b_BS_Baker_171,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,46,Individuals per m2
000_Baker1998b_BS_Baker_174,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,56,Individuals per m2
000_Baker1998b_BS_Baker_257,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,36,Individuals per m2
000_Baker1998b_BS_Baker_185,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,16,Individuals per m2
000_Baker1998b_BS_Baker_75,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,110,Individuals per m2
000_Baker1998b_BS_Baker_9,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,14,Individuals per m2
000_Baker1998b_BS_Baker_3,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,22,Individuals per m2
000_Baker1998b_BS_Baker_33,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,10,Individuals per m2
000_Baker1998b_BS_Baker_149,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,104,Individuals per m2
000_Baker1998b_BS_Baker_36,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,42,Individuals per m2
000_Baker1998b_BS_Baker_67,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,6,Individuals per m2
000_Baker1998b_BS_Baker_278,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,36,Individuals per m2
000_Baker1998b_BS_Baker_162,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,44,Individuals per m2
000_Baker1998b_BS_Baker_104,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,4,Individuals per m2
000_Baker1998b_BS_Baker_109,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,150,Individuals per m2
000_Baker1998b_BS_Baker_116,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,1004,Individuals per m2
000_Baker1998b_BS_Baker_123,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,62,Individuals per m2
000_Baker1998b_BS_Baker_124,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,240,Individuals per m2
000_Baker1998b_BS_Baker_125,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,2,Individuals per m2
000_Baker1998b_BS_Baker_163,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,338,Individuals per m2
000_Baker1998b_BS_Baker_38,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,8,Individuals per m2
000_Baker1998b_BS_Baker_44,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,124,Individuals per m2
000_Baker1998b_BS_Baker_47,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,80,Individuals per m2
000_Baker1998b_BS_Baker_114,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,516,Individuals per m2
000_Baker1998b_BS_Baker_35,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,112,Individuals per m2
000_Baker1998b_BS_Baker_37,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,24,Individuals per m2
000_Baker1998b_BS_Baker_106,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,78,Individuals per m2
000_Baker1998b_BS_Baker_41,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,268,Individuals per m2
000_Baker1998b_BS_Baker_43,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,106,Individuals per m2
000_Baker1998b_BS_Baker_52,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,552,Individuals per m2
000_Baker1998b_BS_Baker_54,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,94,Individuals per m2
000_Baker1998b_BS_Baker_51,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,54,Individuals per m2
000_Baker1998b_BS_Baker_256,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,12,Individuals per m2
000_Baker1998b_BS_Baker_111,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,144,Individuals per m2
000_Baker1998b_BS_Baker_50,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,174,Individuals per m2
000_Baker1998b_BS_Baker_49,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,12,Individuals per m2
000_Baker1998b_BS_Baker_27,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,2,Individuals per m2
000_Baker1998b_BS_Baker_80,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,4,Individuals per m2
000_Baker1998b_BS_Baker_113,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,2,Individuals per m2
000_Baker1998b_BS_Baker_277,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,2,Individuals per m2
000_Baker1998b_BS_Baker_5,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,86,Individuals per m2
000_Baker1998b_BS_Baker_48,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,6,Individuals per m2
000_Baker1998b_BS_Baker_53,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,52,Individuals per m2
000_Baker1998b_BS_Baker_45,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,146,Individuals per m2
000_Baker1998b_BS_Baker_115,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,36,Individuals per m2
000_Baker1998b_BS_Baker_58,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,4,Individuals per m2
000_Baker1998b_BS_Baker_62,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,12,Individuals per m2
000_Baker1998b_BS_Baker_159,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,392,Individuals per m2
000_Baker1998b_BS_Baker_42,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,16,Individuals per m2
000_Baker1998b_BS_Baker_108,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,104,Individuals per m2
000_Baker1998b_BS_Baker_105,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,190,Individuals per m2
000_Baker1998b_BS_Baker_63,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,2,Individuals per m2
000_Baker1998b_BS_Baker_56,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,102,Individuals per m2
000_Baker1998b_BS_Baker_274,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,12,Individuals per m2
000_Baker1998b_BS_Baker_122,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,196,Individuals per m2
000_Baker1998b_BS_Baker_117,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,196,Individuals per m2
000_Baker1998b_BS_Baker_145,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,138,Individuals per m2
000_Baker1998b_BS_Baker_74,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,4,Individuals per m2
000_Baker1998b_BS_Baker_227,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,18,Individuals per m2
000_Baker1998b_BS_Baker_27,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,10,Individuals per m2
000_Baker1998b_BS_Baker_194,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,14,Individuals per m2
000_Baker1998b_BS_Baker_226,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,58,Individuals per m2
000_Baker1998b_BS_Baker_190,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,18,Individuals per m2
000_Baker1998b_BS_Baker_268,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,8,Individuals per m2
000_Baker1998b_BS_Baker_273,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,20,Individuals per m2
000_Baker1998b_BS_Baker_192,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,12,Individuals per m2
000_Baker1998b_BS_Baker_272,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,10,Individuals per m2
000_Baker1998b_BS_Baker_193,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,14,Individuals per m2
000_Baker1998b_BS_Baker_127,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,20,Individuals per m2
000_Baker1998b_BS_Baker_278,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,6,Individuals per m2
000_Baker1998b_BS_Baker_265,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,6,Individuals per m2
000_Baker1998b_BS_Baker_264,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,54,Individuals per m2
000_Baker1998b_BS_Baker_222,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,20,Individuals per m2
000_Baker1998b_BS_Baker_263,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,16,Individuals per m2
000_Baker1998b_BS_Baker_79,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,14,Individuals per m2
000_Baker1998b_BS_Baker_279,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,56,Individuals per m2
000_Baker1998b_BS_Baker_150,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,72,Individuals per m2
000_Baker1998b_BS_Baker_2,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,34,Individuals per m2
000_Baker1998b_BS_Baker_220,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,12,Individuals per m2
000_Baker1998b_BS_Baker_167,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,44,Individuals per m2
000_Baker1998b_BS_Baker_18,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,2,Individuals per m2
000_Baker1998b_BS_Baker_189,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,18,Individuals per m2
000_Baker1998b_BS_Baker_144,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,52,Individuals per m2
000_Baker1998b_BS_Baker_217,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,4,Individuals per m2
000_Baker1998b_BS_Baker_224,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,18,Individuals per m2
000_Baker1998b_BS_Baker_168,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,6,Individuals per m2
000_Baker1998b_BS_Baker_155,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,356,Individuals per m2
000_Baker1998b_BS_Baker_262,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,94,Individuals per m2
000_Baker1998b_BS_Baker_254,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,4,Individuals per m2
000_Baker1998b_BS_Baker_97,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,4,Individuals per m2
000_Baker1998b_BS_Baker_219,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,94,Individuals per m2
000_Baker1998b_BS_Baker_38,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,4,Individuals per m2
000_Baker1998b_BS_Baker_151,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,20,Individuals per m2
000_Baker1998b_BS_Baker_39,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,14,Individuals per m2
000_Baker1998b_BS_Baker_258,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,2,Individuals per m2
000_Baker1998b_BS_Baker_126,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,4,Individuals per m2
000_Baker1998b_BS_Baker_75,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,2,Individuals per m2
000_Baker1998b_BS_Baker_130,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,8,Individuals per m2
000_Baker1998b_BS_Baker_77,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,6,Individuals per m2
000_Baker1998b_BS_Baker_259,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,114,Individuals per m2
000_Baker1998b_BS_Baker_98,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,26,Individuals per m2
000_Baker1998b_BS_Baker_146,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,4,Individuals per m2
000_Baker1998b_BS_Baker_223,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,2,Individuals per m2
000_Baker1998b_BS_Baker_122,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,74,Individuals per m2
000_Baker1998b_BS_Baker_257,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,14,Individuals per m2
000_Baker1998b_BS_Baker_131,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,588,Individuals per m2
000_Baker1998b_BS_Baker_114,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,96,Individuals per m2
000_Baker1998b_BS_Baker_37,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,30,Individuals per m2
000_Baker1998b_BS_Baker_103,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,14,Individuals per m2
000_Baker1998b_BS_Baker_154,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,250,Individuals per m2
000_Baker1998b_BS_Baker_46,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,44,Individuals per m2
000_Baker1998b_BS_Baker_125,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,52,Individuals per m2
000_Baker1998b_BS_Baker_160,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,64,Individuals per m2
000_Baker1998b_BS_Baker_171,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,48,Individuals per m2
000_Baker1998b_BS_Baker_161,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,186,Individuals per m2
000_Baker1998b_BS_Baker_147,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,76,Individuals per m2
000_Baker1998b_BS_Baker_148,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,70,Individuals per m2
000_Baker1998b_BS_Baker_142,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,56,Individuals per m2
000_Baker1998b_BS_Baker_66,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,2,Individuals per m2
000_Baker1998b_BS_Baker_54,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,28,Individuals per m2
000_Baker1998b_BS_Baker_115,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,4,Individuals per m2
000_Baker1998b_BS_Baker_104,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,32,Individuals per m2
000_Baker1998b_BS_Baker_106,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,4,Individuals per m2
000_Baker1998b_BS_Baker_108,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,6,Individuals per m2
000_Baker1998b_BS_Baker_47,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,40,Individuals per m2
000_Baker1998b_BS_Baker_238,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,8,Individuals per m2
000_Baker1998b_BS_Baker_53,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,20,Individuals per m2
000_Baker1998b_BS_Baker_56,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,2,Individuals per m2
000_Baker1998b_BS_Baker_45,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,46,Individuals per m2
000_Baker1998b_BS_Baker_143,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,18,Individuals per m2
000_Baker1998b_BS_Baker_5,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,16,Individuals per m2
000_Baker1998b_BS_Baker_55,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,50,Individuals per m2
000_Baker1998b_BS_Baker_110,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,102,Individuals per m2
000_Baker1998b_BS_Baker_65,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,12,Individuals per m2
000_Baker1998b_BS_Baker_34,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,2,Individuals per m2
000_Baker1998b_BS_Baker_102,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,4,Individuals per m2
000_Baker1998b_BS_Baker_42,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,2,Individuals per m2
000_Baker1998b_BS_Baker_118,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,64,Individuals per m2
000_Baker1998b_BS_Baker_51,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,24,Individuals per m2
000_Baker1998b_BS_Baker_35,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,2,Individuals per m2
000_Baker1998b_BS_Baker_52,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,4,Individuals per m2
000_Baker1998b_BS_Baker_50,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,50,Individuals per m2
000_Baker1998b_BS_Baker_117,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,288,Individuals per m2
000_Baker1998b_BS_Baker_41,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,38,Individuals per m2
000_Baker1998b_BS_Baker_275,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,10,Individuals per m2
000_Baker1998b_BS_Baker_120,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,30,Individuals per m2
000_Baker1998b_BS_Baker_113,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,10,Individuals per m2
000_Baker1998b_BS_Baker_105,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,96,Individuals per m2
000_Baker1998b_BS_Baker_33,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,4,Individuals per m2
000_Baker1998b_BS_Baker_60,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,4,Individuals per m2
000_Baker1998b_BS_Baker_274,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,18,Individuals per m2
000_Baker1998b_BS_Baker_17,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,24,Individuals per m2
000_Baker1998b_BS_Baker_170,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,2,Individuals per m2
000_Baker1998b_BS_Baker_174,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,46,Individuals per m2
000_Baker1998b_BS_Baker_116,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,18,Individuals per m2
